epoch,acc,dice_coef,iou,loss,lr,val_acc,val_dice_coef,val_iou,val_loss
0,0.9661719799041748,0.27662771940231323,0.17816266417503357,0.7239230275154114,1e-04,0.9689009189605713,1.410109265879866e-19,1.4100664851325605e-19,1.0
1,0.9745734930038452,0.29711535573005676,0.19460512697696686,0.7030219435691833,1e-04,0.9279417395591736,0.24943707883358002,0.16544769704341888,0.7505630254745483
2,0.974193274974823,0.3137975335121155,0.20879264175891876,0.6863790154457092,1e-04,0.9755568504333496,0.2578720450401306,0.18074360489845276,0.7421278953552246
3,0.9742454290390015,0.3097653090953827,0.2054426372051239,0.68956059217453,1e-04,0.9779369831085205,0.20512452721595764,0.1455676257610321,0.7948756217956543
4,0.9758448004722595,0.3228493630886078,0.21575705707073212,0.676547646522522,1e-04,0.9764766097068787,0.23197327554225922,0.15691602230072021,0.7680267691612244
5,0.9767876863479614,0.3227967619895935,0.21651551127433777,0.6775103807449341,1e-04,0.9279648661613464,0.25163817405700684,0.16442465782165527,0.7483618855476379
6,0.9771692156791687,0.3333599269390106,0.22660940885543823,0.6664290428161621,1e-05,0.9709640145301819,0.264811635017395,0.18106362223625183,0.7351884245872498
7,0.9778762459754944,0.3418519198894501,0.23096591234207153,0.6581811308860779,1e-05,0.9709696769714355,0.28480374813079834,0.1968241035938263,0.7151963114738464
8,0.9782136678695679,0.33608242869377136,0.22803054749965668,0.6639496088027954,1e-05,0.97254878282547,0.2759147584438324,0.18728874623775482,0.7240853309631348
9,0.9764886498451233,0.33310815691947937,0.22453026473522186,0.6672807335853577,1e-05,0.9728636145591736,0.3044053316116333,0.21413643658161163,0.6955947279930115
10,0.9786178469657898,0.34351465106010437,0.2333655059337616,0.6573835015296936,1e-05,0.9733858704566956,0.29971957206726074,0.2091590166091919,0.7002804279327393
11,0.9784326553344727,0.33869126439094543,0.22831973433494568,0.6606457829475403,1e-05,0.9727373719215393,0.3007195293903351,0.20545446872711182,0.699280321598053
12,0.9780230522155762,0.35433661937713623,0.24310705065727234,0.6466975212097168,1e-05,0.9723795056343079,0.2760751247406006,0.18658430874347687,0.7239248752593994
13,0.9792383909225464,0.35680294036865234,0.2456640899181366,0.6437304019927979,1e-06,0.9719706177711487,0.2990581691265106,0.20463420450687408,0.7009419202804565
14,0.9787828922271729,0.35725075006484985,0.24620364606380463,0.6432914137840271,1e-06,0.9708005785942078,0.2821824550628662,0.1946423202753067,0.7178176045417786
